MarketName,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,has_website,Is market,Produce,Confectionary,Household,Dairy,Plants,Meat,Other,product_count,alt_pay_methods
Shiloh Community Farmers' Market,40 Station Drive,Wyandanch ,Suffolk,New York,11798,-73.358749,40.755745000000005,1,0,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Shiloh Farmers' Market,5300 Philadelphia Dr.,Dayton ,Montgomery,Ohio,45415,-84.235023,39.819046,1,1,0,0,1,1,1,4.0,5.0,2.0,2.0,2.0,2.0,2.0,19.0,2
Shiprock Farmers' Market,Hwy 64,Shiprock,McKinley,New Mexico,,-108.70895,36.774925,1,1,0,1,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Shirley's Farmers' Markets/CBE - (Summit Reno Farmers' Market),13958 S. Virginia Street,Reno ,Washoe,Nevada,89511,-119.74932,39.406372,1,0,0,0,0,1,1,4.0,3.0,3.0,1.0,0.0,2.0,1.0,14.0,0
Shore Fresh Growers Farmers Markets,Rt 13 & Market St,Salisbury,Wicomico,Maryland,21801,-75.596863,38.36488,1,1,0,1,0,0,1,2.0,3.0,1.0,1.0,4.0,3.0,0.0,14.0,2
Shore Fresh Growers Farmers Markets,Somerset Ave and Washington St,Princess Anne,Somerset,Maryland,21853,-75.692581,38.203064000000005,0,1,0,1,0,0,1,2.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,2
Shoreline Farmers Market,15300 Westminster Way,Shoreline,King,Washington,98133,-122.34813999999999,47.743401,1,1,0,1,1,1,1,6.0,4.0,2.0,1.0,1.0,2.0,3.0,19.0,3
Shoreview Farmers Market,4580 Victoria Street North,Shoreview,Ramsey,Minnesota,55126,-93.130798,45.080299,1,1,1,0,0,1,1,3.0,4.0,2.0,2.0,3.0,2.0,1.0,17.0,2
Shorewood Farmers Market,1600 E. Lake Bluff Blvd,Shorewood,Milwaukee,Wisconsin,53211,-87.890488,43.096928000000005,1,0,1,1,1,1,1,6.0,5.0,1.0,2.0,2.0,3.0,2.0,21.0,3
SHORTSVILLE - MANCHESTER FARMERS MARKET,Water Street,Shortsville,Ontario,New York,14548,-77.224663,42.958591,0,0,0,0,0,0,1,3.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,0
Show Low Main Street Farmers' Market & Art Walk,1034 E. Duece of Clubs,Show Low,Navajo,Arizona,85901,-110.03093999999999,34.253494,1,0,0,0,0,1,1,4.0,3.0,2.0,2.0,3.0,1.0,1.0,16.0,0
Shreveport Farmers' Market,101 Crockett St.,Shreveport,Caddo,Louisiana,71101,-93.744431,32.513165,1,1,1,1,1,1,1,6.0,4.0,3.0,2.0,3.0,3.0,3.0,24.0,4
Shrewsbury Farmers Market,100 Maple Ave,Shrewsbury,Worcester,Massachusetts,1545,-71.722305,42.291481,1,1,0,1,1,1,1,3.0,4.0,3.0,1.0,0.0,2.0,2.0,15.0,3
Side Track Farmer's Market,4975 State Route 31,Clay,Onondaga,New York,13041,-76.172302,43.186253,1,0,0,0,0,1,1,3.0,4.0,2.0,2.0,1.0,2.0,2.0,16.0,0
Sidney Farmers' Market,89 Main St,Sidney Farmers' Market,Delaware,New York,13838,-74.966438,42.1982,1,1,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Sierra County Farmers' Market,Riverside Drive between Cedar and Birch,Truth or Consequences ,Sierra,New Mexico,87901,-107.24866999999999,33.129284000000006,1,1,0,1,1,1,1,4.0,3.0,2.0,1.0,1.0,0.0,2.0,13.0,3
Sierra View Farmers Market,465 W Putnam ,Porterville ,Tulare,California,93257,-119.02573000000001,36.06908,1,1,1,1,1,1,1,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,4
Sierra Vista Farmers Market,3105 E Fry Blvd,Sierra Vista ,Cochise,Arizona,85635,-110.26695,31.555328000000003,1,1,1,1,1,1,1,6.0,5.0,3.0,2.0,2.0,3.0,3.0,24.0,4
Signal Mountain Farmers' Market,2815 Anderson Pike,Signal Mountain,Hamilton,Tennessee,37377,-85.322197,35.163464000000005,1,0,0,0,0,0,1,3.0,3.0,3.0,2.0,2.0,2.0,2.0,17.0,0
Siletz Valley Farmers Market,162 S. Gaither St.,Siletz,Lincoln,Oregon,97380,-123.91787,44.722481,0,0,0,0,0,0,1,4.0,2.0,2.0,1.0,2.0,2.0,0.0,13.0,0
Siloam Springs Farmers Market,Corner of Mt Olive and University Streets,Siloam Springs,Benton,Arkansas,72761,-94.54199200000001,36.185772,1,1,0,1,1,1,1,2.0,3.0,2.0,1.0,2.0,2.0,1.0,13.0,3
Silver City Farmers' Market,701 Main Street Plaza,Silver City,Grant,New Mexico,88061,-108.27557,32.773106,1,1,0,1,1,0,1,4.0,4.0,2.0,2.0,3.0,2.0,1.0,18.0,3
Silver Lake CFM,1500 Griffith Park Blvd,Los Angeles,Los Angeles,California,90026,-118.27739,34.090542,1,1,0,0,1,0,1,5.0,5.0,2.0,3.0,2.0,1.0,2.0,20.0,2
Silver Lake Farmer's Market & Family Fun Fair,203 Railroad Street,Silver Lake ,Shawnee,Kansas,66539,-95.85942800000001,39.10548,1,0,0,0,0,1,1,2.0,3.0,2.0,1.0,0.0,0.0,1.0,9.0,0
Silver Springs Farmers Market,3595 Ramsey Weeks at Spruce,Silver Springs,Lyon,Nevada,89403,-119.26767,39.382626,1,0,1,1,1,0,1,3.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,3
Silver Valley Farmers Market,10 Station Ave,Kellogg,Shoshone,Idaho,83837,-116.12051000000001,47.536411,1,0,0,0,0,1,1,2.0,2.0,2.0,2.0,1.0,0.0,3.0,12.0,0
Silverdale Farmers Market,2222 Bucklin Hill Rd,Silverdale ,Kitsap,Washington,98383,-122.66861000000002,47.651932,1,0,0,1,0,1,1,5.0,3.0,1.0,2.0,2.0,1.0,2.0,16.0,1
Silverthorne Farmers Market,400 Blue River Parkway,Silverthorne,Summit,Colorado,80498,-106.07435,39.633003,1,0,0,0,1,1,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1
Silverton Farmers Market,Corner of Main and Fiske,Silverton,Marion,Oregon,97381,-122.78399999999999,45.004601,0,0,1,1,0,1,1,3.0,2.0,2.0,0.0,2.0,1.0,1.0,11.0,2
Silverton Market,201 Division St NE,Silverton,Marion,Oregon,97381,-122.762,44.985802,0,1,1,1,0,1,1,3.0,3.0,2.0,1.0,2.0,2.0,1.0,14.0,3
Simi Valley City Hall Certified Farmers' Market,2757 Tapo Canyon rd,Simi Valley,Ventura,California,93093,-118.71808999999999,34.285294,1,1,0,1,1,0,1,4.0,3.0,2.0,2.0,1.0,0.0,2.0,14.0,3
Simple Living Farmers Market,,mabel,Fillmore,Minnesota,55954,-91.773552,43.525658,0,0,0,0,0,0,1,5.0,3.0,2.0,2.0,2.0,1.0,2.0,17.0,0
Simply Homegrown:  A Farmers' Market,837 hwy. 76w,clayton,Rabun,Georgia,30525,-83.46656,34.870354,1,0,0,0,0,1,1,3.0,3.0,2.0,1.0,2.0,0.0,0.0,11.0,0
Sioux City Farmers Market,100 Pearl Street,Sioux City,Woodbury,Iowa,51101,-96.408447,42.490551,1,1,0,1,1,1,1,3.0,4.0,3.0,2.0,2.0,2.0,3.0,19.0,3
Six Rivers Market,524 Church St.,Sandpoint,Bonner,Idaho,83864,-116.555,48.273998,0,0,0,0,0,1,1,2.0,3.0,2.0,1.0,2.0,1.0,0.0,11.0,0
Skaneateles Farmers Market,1 East Austin Street,Skaneateles,Onondaga,New York,13152,-76.43034399999999,42.950939,1,1,0,0,0,1,1,4.0,4.0,1.0,2.0,2.0,2.0,1.0,16.0,1
Skeleton Key Farmers' Market,520 18th Street,Rock Island ,Rock Island,Illinois,61201,-90.575035,41.50695,1,0,0,0,0,0,1,2.0,2.0,2.0,0.0,2.0,0.0,0.0,8.0,0
Skowhegan Farmers Market,42 Court street,Skowhegan,Somerset,Maine,4976,-69.718513,44.767204,1,1,1,1,1,1,1,5.0,5.0,2.0,2.0,1.0,2.0,3.0,20.0,4
SKY Farmers Market,215 31W By-Pass,Bowling Green ,Warren,Kentucky,42102,-86.428001,36.998081,1,0,0,0,1,1,1,4.0,3.0,2.0,2.0,2.0,2.0,2.0,17.0,1
Skyway Farmers Market,11904 Renton Avenue South,Seattle,King,Washington,98178,-122.244,47.497299,0,1,0,1,0,1,1,1.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,2
Slater Park Farmers Market,"375 Newport Ave, Pawtucket, RI 02861",Pawtucket,Providence,Rhode Island,2860,-71.34674100000001,41.870403,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4
Sleeping Dragon Farmers Market,6475 Columbus Rd SE,Deming,Luna,New Mexico,88030,-107.75093999999999,32.189125,1,0,0,0,0,1,1,5.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,0
Slippery Rock Farmers Market ,"Gateway Park, 100 Midway Street",Slippery Rock,Butler,Pennsylvania,16057,-80.050842,41.062534,1,0,0,1,0,0,1,5.0,4.0,3.0,1.0,2.0,2.0,3.0,20.0,1
Slow Food Elba, 332 Simmons St ,Elba,Coffee,Alabama,36323,-86.065697,31.414704999999998,1,0,0,0,0,1,1,5.0,2.0,3.0,1.0,0.0,0.0,0.0,11.0,0
Small Farms Network Butler County Market,77 Ponder Stree,"Harviell, MO",Butler,Missouri,63954,-90.473869,36.665092,1,0,0,0,0,1,1,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0
Smart Markets Bristow,8301 Linton Hall Rd.,Bristow,Prince William,Virginia,20136,-77.594452,38.77449,1,0,0,0,0,1,1,3.0,3.0,0.0,0.0,0.0,2.0,1.0,9.0,0
Smart Markets Chantilly,3460 Centreville Road,Chantilly,Fairfax,Virginia,22051,-77.42370600000001,38.909008,1,0,0,0,0,1,1,3.0,3.0,0.0,2.0,0.0,1.0,1.0,10.0,0
Smart Markets Huntington,5918 North Kings Highway,Alexandria,Fairfax,Virginia,22003,-77.077072,38.789452000000004,1,0,0,0,0,1,1,3.0,3.0,0.0,0.0,0.0,1.0,0.0,7.0,0
Smart Markets Oakton,2854 Hunter Mill Rd.,Oakton,Fairfax,Virginia,22124,-77.302139,38.884910999999995,1,0,0,0,0,1,1,2.0,4.0,0.0,2.0,0.0,2.0,3.0,13.0,0
Smart Markets Reston,1900 Reston Station Boulevard,Reston,Fairfax,Virginia,20190,-77.338799,38.94936,1,0,0,0,0,1,1,4.0,5.0,1.0,2.0,2.0,2.0,1.0,17.0,0
Smart Markets Springfield,6699 Spring Mall Drive,Springfield,Fairfax,Virginia,22150,-77.177536,38.773682,1,0,0,0,0,1,1,2.0,2.0,0.0,1.0,0.0,2.0,2.0,9.0,0
Smart Markets Tysons,8400 Westpark Dr. ,McLean,Fairfax,Virginia,22012,-77.234673,38.925583,1,0,0,0,0,1,1,2.0,5.0,1.0,1.0,0.0,2.0,1.0,12.0,0
Smith County Farmer' Market,122 W. Highway 36,Smith Center,Smith,Kansas,66967,-98.785484,39.785137,0,0,0,0,0,1,1,2.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,0
Smith County Farmers Market,110 Ag. Center lane,Carthage,Smith,Tennessee,37030,-85.946182,36.223351,0,0,0,0,0,0,1,2.0,3.0,0.0,1.0,3.0,0.0,0.0,9.0,0
Smithfield Farmers Market,319B Main Street,Smithfield,Isle of Wight,Virginia,23430,-76.631279,36.981724,1,0,0,0,1,1,1,4.0,3.0,3.0,2.0,3.0,2.0,2.0,19.0,1
Smithfield Farmers Market,350 E. Market Street,Smithfield,Johnston,North Carolina,27577,-78.345215,35.510483,1,0,0,0,0,1,1,3.0,3.0,1.0,2.0,3.0,0.0,1.0,13.0,0
SMYRNA FARMERS' MARKET ,7 West South Street ,Smyrna,Kent,Delaware,19977,-75.60508,39.299541,1,0,0,0,0,0,1,3.0,4.0,1.0,1.0,2.0,2.0,2.0,15.0,0
Smyrna Fresh Market,1275 Church Street,"Smyrna, GA",Cobb,Georgia,30080,-84.515511,33.883266,1,0,0,0,0,0,1,4.0,3.0,2.0,1.0,0.0,1.0,2.0,13.0,0
Snellville Farmers Market,2342 Oak Road,Snellville,Gwinnett,Georgia,30078,-84.01606,33.858021,1,0,0,0,0,1,1,7.0,4.0,2.0,2.0,2.0,1.0,2.0,20.0,0
Snohomish Farmers Market,Cedar Avenue & Pearl Street,Snohomish,Snohomish,Washington,98290,-122.09172,47.911644,1,1,0,1,1,1,1,5.0,4.0,3.0,1.0,2.0,2.0,2.0,19.0,3
Snow Hill Farmers Market,210 W. Green Street,Snow Hill,Worcester,Maryland,21863,-75.394638,38.176849,0,1,0,0,1,1,1,3.0,3.0,0.0,1.0,1.0,0.0,0.0,8.0,2
Socorro Farmers' Market - Indoor,Center St,Socorro,Socorro,New Mexico,,-106.89271000000001,34.053298999999996,1,1,0,1,1,1,1,2.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,3
Socorro Farmers' Market - Outdoor,Plaza,Socorro,Socorro,New Mexico,,-106.89307,34.057209,1,1,0,1,1,1,1,2.0,3.0,1.0,2.0,1.0,0.0,0.0,9.0,3
Socrates Sculpture Park Greenmarket,Vernon Blvd & Broadway,Queens,Queens,New York,11106,-73.93594399999999,40.767593,1,1,1,1,1,1,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4
Soda Springs Farmers Market,City Park,Soda Springs,Caribou,Idaho,83276,-111.605,42.654598,0,0,0,0,0,0,1,2.0,3.0,1.0,1.0,2.0,0.0,1.0,10.0,0
Sodus Farmers' Market,58 W. Main Street,Sodus,Wayne,New York,14551,-77.065857,43.236237,1,1,1,1,1,1,1,4.0,4.0,2.0,1.0,2.0,1.0,2.0,16.0,4
SoKy Marketplace,7th and Center Street,Bowling Green ,Warren,Kentucky,42102,-86.439316,36.996651,1,1,1,1,1,1,1,5.0,5.0,3.0,2.0,2.0,3.0,3.0,23.0,4
SOL Community Farmers' Market,241 Main Street,Placerville,El Dorado,California,95667,-120.80351999999999,38.727844,1,1,1,1,1,1,1,6.0,3.0,3.0,2.0,2.0,1.0,2.0,19.0,4
Solana Beach Farmers Market,444 South Cedros Avenue,Solana Beach,San Diego,California,92075,-117.2692,32.987194,1,0,0,0,0,1,1,5.0,4.0,3.0,2.0,2.0,3.0,2.0,21.0,0
Solon  Market,15185 Algoma Road (at Wiersma Rd.),Cedar Springs,Kent,Michigan,49319,-85.611626,43.240604,1,0,0,0,0,0,1,7.0,4.0,2.0,1.0,3.0,1.0,2.0,20.0,0
Solon Springs Family Fun Days Farmers' Market,Bus. Hwy. 53,Solon Springs,Douglas,Wisconsin,54873,-91.822411,46.353275,0,1,0,1,0,0,1,2.0,4.0,2.0,1.0,3.0,0.0,0.0,12.0,2
Somerset County Farmers' Market Inc.,800 Georgian Place ,Somerset,Somerset,Pennsylvania,15501,-79.072144,40.022785,1,0,1,0,0,1,1,3.0,3.0,2.0,1.0,2.0,2.0,2.0,15.0,1
Somerville Mobile Farmers' Market - Council on Aging,167 Holland Street,Somerville,Middlesex,Massachusetts,2145,-71.125404,42.401112,1,1,0,1,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Somerville Mobile Farmers' Market - East Somerville Community School,50 Cross Street,Somerville,Middlesex,Massachusetts,2145,-71.08709,42.386063,1,1,0,1,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Somerville Mobile Farmers' Market - Mystic,530 Mystic Avenue,Somerville,Middlesex,Massachusetts,2145,-71.09214,42.396446000000005,1,1,0,1,1,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3
Somerville Mobile Farmers' Market - North Street,26 North Street,Somerville,Middlesex,Massachusetts,2144,-71.131332,42.407227,1,1,0,1,1,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3
Somerville/Davis Square,50 Day St.,Somerville ,Middlesex,Massachusetts,2144,-71.123108,42.395828,1,1,1,1,1,1,1,6.0,2.0,1.0,2.0,1.0,3.0,1.0,16.0,4
Sonora's Certified Farmers' Market,Theall and Stewart Street,Sonora,Tuolumne,California,95370,-120.38166000000001,37.983665,1,1,0,1,0,1,1,5.0,4.0,1.0,2.0,3.0,3.0,1.0,19.0,2
Soulard Farmers Market,730 Carroll St (at 7th St.) in St Louis MO,St Louis,St. Louis City,Missouri,,-90.201065,38.610779,1,0,0,0,1,1,1,7.0,4.0,3.0,3.0,3.0,3.0,3.0,26.0,1
Soutel Community Market,4750 Soutel Dr,Jacksonville,Duval,Florida,32208,-81.72000899999999,30.403740000000003,1,0,0,0,1,0,1,2.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,1
South Bend Farmers Market,1105 Northside Boulevard,South Bend,St. Joseph,Indiana,46615,-86.234215,41.665848,1,0,0,0,1,1,1,8.0,5.0,3.0,2.0,3.0,3.0,2.0,26.0,1
South Berkeley Farmers' Market,Adeline Street at 63rd Street,Berkeley,Alameda,California,94703,-122.27192,37.847759,1,1,1,1,1,1,1,7.0,4.0,0.0,3.0,2.0,3.0,1.0,20.0,4
South Bossier Farmer's Market,1145 Hwy 527,Elm Grove,Bossier,Louisiana,71051,-93.571388,32.397556,1,0,0,0,1,1,1,4.0,3.0,3.0,1.0,0.0,2.0,1.0,14.0,1
SOUTH BOSTON FARMER'S MARKET,446 West Broadway,South Boston,Suffolk,Massachusetts,2127,-71.046814,42.335983,1,1,0,1,1,1,1,3.0,4.0,1.0,1.0,1.0,0.0,0.0,10.0,3
South Bronx Farmers Market,330 East 138th Street,The Bronx,Bronx,New York,10454,-73.924683,40.809788,1,1,1,1,1,1,1,3.0,3.0,0.0,1.0,2.0,0.0,3.0,12.0,4
South Burlington Farmers Market,550 Dorset Street,South Burlington,Chittenden,Vermont,5407,-73.17848199999999,44.45536,1,1,1,1,1,1,1,3.0,5.0,1.0,2.0,0.0,2.0,2.0,15.0,4
South Carolina State Farmers Market,208-A Wholesale Lane,West Columbia,Lexington,South Carolina,29172,-81.06438399999999,33.902729,1,0,0,0,0,0,1,3.0,3.0,0.0,2.0,3.0,2.0,1.0,14.0,0
South Cumberland Farmers Market,39 Ballpark Road,Sewanee ,Franklin,Tennessee,37375,-85.917221,35.193923999999996,1,0,0,0,0,1,1,6.0,3.0,2.0,1.0,2.0,2.0,1.0,17.0,0
South Dayton Farmers' Market,Rt 322 and Park St,South Dayton,Cattaraugus,New York,14138,-79.049599,42.360909,1,1,1,1,1,0,1,3.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,4
South Durham Farmers' Market,5410 NC Highway 55,Durham,Durham,North Carolina,27713,-78.896553,35.889294,1,0,0,0,1,1,1,6.0,4.0,3.0,2.0,3.0,3.0,3.0,24.0,1
South East Area Farmers' Market,"851 Madison, SE  ",Grand Rapids,Kent,Michigan,49507,-85.65918,42.947201,1,1,1,1,1,1,1,3.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,4
South East Area Farmers' Market,900 Fuller Ave SE,Grand Rapids,Kent,Michigan,49506,-85.639412,42.946465,1,1,1,1,1,1,1,7.0,5.0,2.0,0.0,0.0,0.0,1.0,15.0,4
South Fork Farmers and Local Artisan Market,28 Silver Thread Lane,South Fork,Rio Grande,Colorado,81154,-106.64295,37.669028999999995,1,0,0,0,1,1,1,3.0,3.0,2.0,2.0,0.0,0.0,0.0,10.0,1
South Fork Fun Food & Brew,3309 W. Hwy 29,Georgetown,Williamson,Texas,78628,-97.745636,30.631014,1,0,0,0,0,0,1,3.0,4.0,1.0,1.0,0.0,2.0,2.0,13.0,0
South Gate Farmers Market,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280,-118.18475,33.942097,1,1,1,1,1,1,1,5.0,4.0,0.0,1.0,2.0,0.0,1.0,13.0,4
South Hadley Farmers' Market,College Street and Rt. 116,"South Hadley, MA",Hampshire,Massachusetts,1075,-72.575386,42.259052000000004,1,1,0,1,1,1,1,2.0,4.0,2.0,1.0,1.0,1.0,2.0,13.0,3
South Halsted Neighborhood Farmers Market,861 W 115th Street ,Chicago ,Cook,Illinois,60643,-87.643837,41.68504,1,0,0,0,1,1,1,7.0,5.0,2.0,3.0,1.0,0.0,2.0,20.0,1
South Haven Farm Market,539 Phoenix Street,South Haven,Van Buren,Michigan,49090,-86.272293,42.403641,1,0,0,0,1,1,1,6.0,5.0,3.0,2.0,3.0,2.0,2.0,23.0,1
South Hill Farmers Market,105 W. Danville Street,South Hill,Mecklenburg,Virginia,23970,-78.130142,36.7244,1,0,0,0,0,1,1,7.0,3.0,3.0,2.0,3.0,2.0,1.0,21.0,0
South Holland's Town Center Market Place,,South Holland,Cook,Illinois,60473,-87.606987,41.600868,1,0,0,1,0,1,1,3.0,3.0,2.0,1.0,0.0,0.0,1.0,10.0,1
South Hutch Farmers Market,401 N Main,South Hutchinson ,Reno,Kansas,67505,-97.941147,38.033046999999996,1,0,0,1,0,1,1,5.0,3.0,2.0,1.0,1.0,2.0,1.0,15.0,1
South Jordan Farmers Market,South Jordan Towne Center Drive (1600 W. & Redwood Rd.),South Jordan,Salt Lake,Utah,84095,-111.93602,40.558205,1,0,0,0,0,1,1,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0
South Kearney Farmers' Market,910 3rd AV,Kearney ,Buffalo,Nebraska,68847,-99.085915,40.683064,0,1,0,1,0,0,1,4.0,3.0,0.0,1.0,2.0,2.0,0.0,12.0,2
South Kingstown Farmers Market  at Marina Park ,214 Salt Pond Road,Wakefield,Washington,Rhode Island,2879,-71.49704,41.427914,1,1,1,1,1,1,1,3.0,4.0,2.0,1.0,2.0,1.0,1.0,14.0,4
South Lake Tahoe Tuesday Farmers Market,American Legion Hall (Hwy 50),South Lake Tahoe,El Dorado,California,96150,-119.97997,38.929443,1,1,0,1,1,1,1,5.0,3.0,2.0,2.0,3.0,3.0,2.0,20.0,3
South Lansing Farmers Market,800 west Barnes Avenue,Lansing,Ingham,Michigan,48910,-84.563087,42.714893,1,1,0,1,1,1,1,3.0,4.0,2.0,1.0,1.0,2.0,2.0,15.0,3
South Lyon Farmers and Artisans Market,110 W. Liberty,South Lyon ,Oakland,Michigan,48178,-83.65316800000001,42.461014,1,0,0,0,0,1,1,3.0,3.0,2.0,2.0,2.0,2.0,2.0,16.0,0
South Madison Farmers Market,1601 Park St,Madison,Dane,Wisconsin,,-89.39402,43.049991999999996,1,1,1,1,1,0,1,2.0,2.0,1.0,1.0,2.0,3.0,0.0,11.0,4
South Madison Farmers Market,2520 Rimrock Rd,Madison,Dane,Wisconsin,,-89.379227,43.035961,1,1,1,1,1,1,1,2.0,2.0,1.0,1.0,2.0,3.0,0.0,11.0,4
South Maple Street Farmers Market,103 South Maple Avenue,Davenport,Thayer,Nebraska,68335,-97.813148,40.310192,1,0,0,0,0,1,1,3.0,2.0,1.0,2.0,0.0,0.0,1.0,9.0,0
South Memphis Farmers Market,1400 Mississippi Blvd,Memphis,Shelby,Tennessee,38106,-90.033821,35.10873,1,0,0,1,1,1,1,4.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,2
South Milford Farmers Market,7850 W. 750 S.,South Milford,LaGrange,Indiana,46786,-85.272438,41.533798,0,0,0,0,0,0,1,2.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,0
South Milwaukee Downtown Market,11th and Milwaukee Avenues,South Milwaukee ,Milwaukee,Wisconsin,53172,-87.862686,42.910728000000006,1,1,1,1,0,1,1,4.0,4.0,3.0,2.0,3.0,2.0,2.0,20.0,3
South Padre Island Farmers Market,8605 Padre Island Blvd.,South Padre Island ,Cameron,Texas,78597,-97.17201999999999,26.147902,0,0,0,0,0,0,1,4.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,0
South Pasadena Farmers Market,Meridan Ave. and El Centro Street,South Pasadena,Los Angeles,California,91030,-118.15728,34.114738,1,1,0,1,1,1,1,6.0,4.0,1.0,2.0,2.0,3.0,1.0,19.0,3
South Pearl Street Farmers' Market,1500 S. Pearl Street,Denver,Denver,Colorado,80210,-104.98047,39.688457,1,0,0,0,0,1,1,3.0,3.0,1.0,2.0,2.0,3.0,2.0,16.0,0
South Perry Farmers' Market,924 South Perry St,Spokane,Spokane,Washington,99202,-117.39,47.646599,1,1,0,1,1,1,1,3.0,3.0,2.0,2.0,4.0,2.0,1.0,17.0,3
South Perry Farmers' Market - Indoor,915 S Perry St,Spokane,Spokane,Washington,99202,-117.38982,47.646397,0,0,0,0,1,1,1,2.0,3.0,2.0,2.0,0.0,2.0,1.0,12.0,1
South Points Farmers Market,4148 Taylor Blvd,Louisville/Jefferson County metro government (balance),Jefferson,Kentucky,40215,-85.784554,38.181519,1,0,0,1,1,0,1,2.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2
South San Francisco Certified Farmers' Market,748 Tennis Drive,South San Francisco ,San Mateo,California,94080,-122.42702,37.654724,1,1,0,1,1,1,1,3.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,3
South Shore Farmers Market,2900 South Shore Drive,Bay View,Milwaukee,Wisconsin,53207,-87.882515,42.994021999999994,0,0,0,1,0,1,1,5.0,5.0,0.0,2.0,2.0,3.0,2.0,19.0,1
South Side Farmers Market,3300 Warsaw St.,Fort Wayne ,Allen,Indiana,46806,-85.129738,41.054813,1,0,0,0,0,1,1,3.0,3.0,1.0,2.0,2.0,1.0,2.0,14.0,0
South Side Farmers' Market,Alder Street and Cedar Avenue,Scranton,Lackawanna,Pennsylvania,18505,-75.666862,41.400352000000005,1,0,0,1,1,1,1,2.0,4.0,1.0,2.0,2.0,2.0,2.0,15.0,2
South Sioux City Farmers Market,Dakota Ave between 14 &15th streets,South Sioux City,Dakota,Nebraska,68776,-96.41484100000001,42.463703,1,0,0,0,0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0
South St. Joseph Farmers Market at the Junction,Lake & Illinois Avenues,St. Joseph ,Buchanan,Missouri,64504,-94.86595200000001,39.718655,1,0,0,0,1,0,1,6.0,4.0,3.0,1.0,2.0,0.0,1.0,17.0,1
South Street Barn Market,411 S. Muhlenberg St.,Woodstock,Shenandoah,Virginia,22664,-78.509613,38.878840999999994,1,0,0,0,1,1,1,5.0,3.0,3.0,2.0,0.0,2.0,2.0,17.0,1
South Tacoma Farmers Market,3873 S 66th St,Tacoma ,Pierce,Washington,98409,-122.48876000000001,47.198555,1,1,0,1,1,1,1,5.0,2.0,1.0,2.0,3.0,2.0,1.0,16.0,3
South Texas farmers Market,8101 Pat Booker Rd,Live Oak,Bexar,Texas,,-98.328934,29.561428000000003,1,0,1,1,1,1,1,2.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,3
South Texas farmers Market,6708 South Flores,San Antonio,Bexar,Texas,,-98.490128,29.35565,1,1,1,1,1,1,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,4
South US 63 Farmers' Market,South Hwy 63,Rolla,Phelps,Missouri,65401,-92.324852,39.247803000000005,1,0,0,0,0,1,1,3.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0
South Valley Farmers Market,7th & Main St.,Cottage Grove ,Lane,Oregon,97434,-123.06097,43.797276000000004,1,1,0,1,1,0,1,5.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,3
South Wedge Farmers Market,100 Alexander St.,Rochester,Monroe,New York,14620,-77.602432,43.145981,1,1,0,1,1,1,1,2.0,3.0,0.0,2.0,3.0,2.0,2.0,14.0,3
SOUTH WHIDBEY TILTH FARMERS' MARKET,2812 Thompson Road,Langley ,Island,Washington,98260,-122.47448,48.009171,1,1,0,1,1,1,1,4.0,2.0,2.0,1.0,3.0,0.0,2.0,14.0,3
